Open Device Successfully!
Device Count: 1
Device Index: 0
S/N: F1480723
Pixel Count: 512
HW Version: 10000006
FW Version: 10000020
DLL Version: 21502063
Open Device Successfully!
Device Count: 1
Device Index: 0
S/N: F1480723
Pixel Count: 512
HW Version: 10000006
FW Version: 10000020
DLL Version: 21502063
Integration Time: 1000 us
Line Rate: 889 Hz
Load Calibration Data Successfully
Pixel,  Wavelength(nm)
1548.847,    3623
1548.945,    3622
1549.040,    3635
1549.138,    3636
1549.235,    3629
1549.332,    3650
1549.429,    3636
1549.526,    3640
1549.623,    3624
1549.721,    3593
1549.816,    3630
1549.914,    3600
1550.012,    3598
1550.107,    3620
1550.204,    3630
1550.301,    3602
1550.397,    3618
1550.494,    3599
1550.590,    3593
1550.687,    3602
1550.785,    3602
1550.880,    3584
1550.976,    3603
1551.073,    3598
1551.168,    3584
1551.265,    3586
1551.362,    3580
1551.457,    3603
1551.555,    3587
1551.650,    3563
1551.746,    3568
1551.844,    3590
1551.939,    3569
1552.035,    3567
1552.132,    3557
1552.226,    3551
1552.322,    3536
1552.419,    3545
1552.513,    3553
1552.610,    3538
1552.706,    3554
1552.801,    3554
1552.898,    3556
1552.994,    3547
1553.090,    3546
1553.185,    3550
1553.279,    3536
1553.374,    3554
1553.471,    3537
1553.565,    3558
1553.661,    3540
1553.757,    3546
1553.851,    3537
1553.947,    3519
1554.043,    3534
1554.138,    3536
1554.234,    3539
1554.328,    3548
1554.423,    3544
1554.520,    3538
1554.614,    3527
1554.709,    3528
1554.805,    3555
1554.899,    3559
1554.994,    3549
1555.090,    3544
1555.183,    3553
1555.279,    3547
1555.374,    3555
1555.467,    3551
1555.562,    3571
1555.658,    3544
1555.752,    3564
1555.848,    3556
1555.942,    3584
1556.037,    3562
1556.133,    3604
1556.225,    3585
1556.320,    3620
1556.415,    3581
1556.508,    3590
1556.602,    3566
1556.697,    3601
1556.790,    3575
1556.885,    3582
1556.980,    3598
1557.073,    3583
1557.168,    3579
1557.262,    3596
1557.355,    3587
1557.451,    3588
1557.545,    3581
1557.638,    3607
1557.733,    3576
1557.825,    3584
1557.920,    3571
1558.015,    3568
1558.107,    3564
1558.201,    3567
1558.296,    3564
1558.388,    3544
1558.481,    3533
1558.576,    3552
1558.669,    3549
1558.763,    3532
1558.857,    3534
1558.950,    3531
1559.044,    3537
1559.138,    3503
1559.231,    3502
1559.324,    3527
1559.417,    3485
1559.509,    3487
1559.603,    3478
1559.696,    3490
1559.789,    3484
1559.883,    3487
1559.975,    3468
1560.069,    3471
1560.163,    3463
1560.255,    3459
1560.348,    3444
1560.441,    3454
1560.534,    3456
1560.627,    3420
1560.720,    3431
1560.812,    3417
1560.905,    3405
1560.999,    3421
1561.090,    3411
1561.183,    3419
1561.276,    3425
1561.367,    3419
1561.460,    3418
1561.553,    3416
1561.645,    3401
1561.738,    3398
1561.830,    3381
1561.922,    3408
1562.015,    3404
1562.108,    3395
1562.200,    3404
1562.292,    3396
1562.384,    3387
1562.476,    3405
1562.568,    3393
1562.660,    3398
1562.752,    3394
1562.844,    3398
1562.937,    3400
1563.028,    3410
1563.121,    3398
1563.213,    3410
1563.304,    3410
1563.395,    3418
1563.487,    3401
1563.579,    3395
1563.670,    3397
1563.763,    3413
1563.854,    3397
1563.946,    3411
1564.038,    3404
1564.129,    3425
1564.221,    3404
1564.312,    3443
1564.402,    3425
1564.494,    3428
1564.586,    3419
1564.677,    3462
1564.768,    3427
1564.860,    3472
1564.951,    3472
1565.043,    3457
1565.133,    3443
1565.224,    3473
1565.316,    3442
1565.407,    3477
1565.497,    3457
1565.588,    3462
1565.679,    3472
1565.769,    3473
1565.861,    3461
1565.951,    3466
1566.042,    3450
1566.134,    3443
1566.225,    3442
1566.314,    3465
1566.405,    3443
1566.495,    3449
1566.585,    3433
1566.677,    3447
1566.767,    3426
1566.858,    3455
1566.949,    3423
1567.039,    3455
1567.129,    3438
1567.220,    3445
1567.310,    3417
1567.399,    3435
1567.490,    3427
1567.579,    3426
1567.670,    3395
1567.760,    3415
1567.850,    3424
1567.940,    3401
1568.031,    3390
1568.120,    3383
1568.211,    3398
1568.301,    3392
1568.390,    3377
1568.480,    3395
1568.570,    3382
1568.660,    3359
1568.748,    3351
1568.838,    3359
1568.928,    3356
1569.018,    3333
1569.108,    3372
1569.197,    3368
1569.286,    3332
1569.375,    3338
1569.466,    3350
1569.555,    3351
1569.645,    3337
1569.735,    3358
1569.824,    3339
1569.913,    3314
1570.002,    3341
1570.091,    3320
1570.179,    3324
1570.269,    3330
1570.358,    3345
1570.447,    3330
1570.536,    3328
1570.625,    3327
2014_11_24 19_07_19
第1组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第2组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第3组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第4组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第5组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第6组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第7组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第8组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第9组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第10组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第11组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第12组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第13组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第14组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第15组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第16组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第17组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第18组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第19组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第20组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第21组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第22组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第23组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第24组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第25组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第26组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第27组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
