Open Device Successfully!
Device Count: 1
Device Index: 0
S/N: F1480723
Pixel Count: 512
HW Version: 10000006
FW Version: 10000020
DLL Version: 21502063
Load Calibration Data Successfully
Integration Time: 1000 us
Line Rate: 889 Hz
Pixel,  Wavelength(nm)
1567.004,    3307
1567.095,    3300
1567.186,    3276
1567.275,    3271
1567.365,    3294
1567.456,    3294
1567.545,    3283
1567.635,    3271
1567.726,    3303
1567.816,    3265
1567.906,    3272
1567.996,    3296
1568.086,    3296
1568.176,    3279
1568.266,    3303
1568.356,    3254
1568.446,    3302
1568.535,    3276
1568.625,    3280
1568.714,    3288
1568.804,    3313
1568.894,    3291
1568.984,    3309
1569.073,    3311
1569.163,    3309
1569.251,    3304
1569.341,    3325
1569.431,    3287
1569.521,    3315
1569.610,    3305
1569.701,    3327
1569.789,    3296
1569.878,    3302
1569.968,    3316
1570.056,    3302
1570.145,    3302
1570.235,    3321
1570.323,    3301
1570.412,    3310
1570.501,    3300
1570.590,    3289
2014_11_24 18_57_21
第1组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
2014_11_24 18_57_21
2014_11_24 18_57_21
0
