Pixel,  Wavelength(nm)
1548.394,    3374
1548.491,    3356
1548.589,    3345
1548.685,    3343
1548.783,    3342
1548.881,    3339
1548.977,    3366
1549.074,    3334
1549.172,    3344
1549.268,    3337
1549.366,    3342
1549.462,    3325
1549.560,    3342
1549.657,    3332
1549.752,    3348
1549.851,    3336
1549.948,    3343
1550.043,    3330
1550.140,    3325
1550.237,    3328
1550.333,    3330
1550.430,    3303
1550.526,    3311
1550.623,    3300
1550.721,    3307
1550.816,    3313
1550.912,    3312
1551.009,    3304
1551.104,    3310
1551.201,    3283
1551.298,    3300
1551.394,    3300
1551.491,    3313
1551.587,    3291
1551.683,    3297
1551.780,    3300
1551.875,    3334
1551.971,    3317
1552.068,    3302
1552.162,    3303
1552.258,    3320
1552.355,    3297
1552.449,    3309
1552.546,    3300
1552.642,    3332
1552.737,    3305
1552.835,    3326
1552.930,    3321
1553.026,    3319
1553.122,    3315
1553.216,    3344
1553.311,    3327
1553.407,    3340
1553.501,    3340
1553.597,    3352
1553.693,    3339
1553.787,    3350
1553.883,    3337
1553.979,    3346
1554.074,    3322
1554.170,    3349
1554.264,    3345
1554.359,    3347
1554.456,    3315
1554.550,    3344
1554.645,    3329
1554.741,    3360
1554.835,    3338
1554.930,    3349
1555.026,    3342
1555.119,    3343
1555.215,    3342
1555.310,    3340
1555.403,    3334
1555.498,    3350
1555.594,    3331
1555.688,    3345
1555.784,    3331
1555.878,    3350
1555.973,    3332
1556.069,    3359
1556.161,    3335
1556.256,    3336
1556.351,    3330
1556.444,    3350
1556.538,    3316
1556.633,    3321
1556.726,    3328
1556.822,    3332
1556.916,    3305
1557.009,    3330
1557.104,    3323
1557.198,    3329
1557.292,    3308
1557.387,    3325
1557.481,    3319
1557.574,    3322
1557.669,    3332
1557.762,    3327
1557.856,    3306
1557.951,    3326
1558.043,    3322
1558.138,    3308
1558.232,    3329
1558.324,    3317
1558.418,    3314
1558.512,    3307
1558.605,    3319
1558.699,    3312
1558.794,    3308
1558.886,    3313
1558.980,    3301
1559.074,    3338
1559.167,    3295
1559.261,    3322
1559.353,    3298
1559.445,    3311
1559.539,    3279
1559.632,    3307
1559.725,    3306
1559.819,    3285
1559.911,    3273
1560.005,    3262
1560.099,    3274
1560.191,    3282
1560.284,    3276
1560.377,    3281
1560.470,    3275
1560.563,    3273
1560.656,    3261
1560.748,    3279
1560.842,    3288
1560.935,    3283
1561.026,    3269
1561.119,    3293
1561.212,    3287
1561.303,    3291
1561.396,    3262
1561.489,    3297
1561.581,    3282
1561.674,    3287
1561.766,    3285
1561.858,    3299
1561.951,    3287
1562.044,    3314
1562.136,    3268
1562.228,    3306
1562.320,    3297
1562.412,    3309
1562.504,    3299
1562.596,    3319
1562.688,    3310
1562.780,    3333
1562.873,    3286
1562.964,    3314
1563.057,    3323
1563.149,    3329
1563.240,    3292
1563.331,    3318
1563.423,    3328
1563.515,    3323
1563.606,    3318
1563.699,    3326
1563.790,    3306
1563.882,    3321
1563.973,    3294
1564.065,    3319
1564.157,    3313
1564.248,    3318
1564.338,    3325
1564.430,    3327
1564.522,    3305
1564.613,    3313
1564.704,    3303
1564.796,    3322
1564.887,    3305
1564.979,    3304
1565.069,    3298
1565.160,    3309
1565.252,    3306
1565.343,    3320
1565.433,    3307
1565.524,    3300
1565.615,    3307
1565.705,    3320
1565.797,    3304
1565.887,    3300
1565.978,    3290
1566.070,    3321
1566.160,    3299
1566.250,    3311
1566.341,    3280
1566.431,    3287
1566.521,    3276
1566.613,    3316
1566.703,    3278
1566.793,    3315
1566.885,    3289
1566.974,    3292
1567.065,    3297
1567.156,    3290
1567.245,    3287
1567.335,    3298
1567.426,    3282
1567.515,    3285
1567.605,    3276
1567.696,    3294
1567.786,    3287
1567.876,    3288
1567.966,    3287
1568.056,    3286
1568.146,    3270
1568.236,    3267
1568.326,    3265
1568.416,    3289
1568.505,    3283
