Open Device Successfully!
Device Count: 1
Device Index: 0
S/N: F1480723
Pixel Count: 512
HW Version: 10000006
FW Version: 10000020
DLL Version: 21502063
Load Calibration Data Successfully
Integration Time: 20 us
Line Rate: 5000 Hz
Pixel,  Wavelength(nm)
472,   1567.2299
473,   1567.3208
474,   1567.4102
475,   1567.5000
476,   1567.5907
477,   1567.6801
478,   1567.7702
479,   1567.8606
480,   1567.9511
481,   1568.0410
482,   1568.1310
483,   1568.2211
484,   1568.3113
485,   1568.4011
486,   1568.4911
487,   1568.5808
488,   1568.6701
489,   1568.7603
490,   1568.8492
491,   1568.9385
492,   1569.0290
493,   1569.1188
494,   1569.2081
495,   1569.2977
496,   1569.3864
497,   1569.4756
498,   1569.5662
499,   1569.6558
500,   1569.7452
501,   1569.8356
502,   1569.9243
503,   1570.0131
504,   1570.1026
505,   1570.1914
506,   1570.2797
507,   1570.3701
508,   1570.4582
509,   1570.5472
510,   1570.6362
511,   1570.7251
Case Temperature: 40.807
Wavelength, Intensity
1520.599,    2922
1520.706,    3220
1520.813,    3231
1520.921,    3257
1521.029,    3236
1521.135,    3229
1521.244,    3219
1521.349,    3219
1521.458,    3237
1521.566,    3220
1521.672,    3250
1521.780,    3252
1521.886,    3226
1521.993,    3214
1522.101,    3222
1522.206,    3235
1522.315,    3231
1522.420,    3246
1522.529,    3215
1522.634,    3243
1522.741,    3246
1522.848,    3216
1522.954,    3260
1523.061,    3240
1523.167,    3219
1523.274,    3226
1523.381,    3238
1523.487,    3253
1523.595,    3245
1523.700,    3253
1523.807,    3234
1523.911,    3272
1524.018,    3237
1524.124,    3248
1524.229,    3250
1524.338,    3286
1524.442,    3247
1524.549,    3262
1524.655,    3252
1524.760,    3312
1524.869,    3275
1524.972,    3283
1525.079,    3275
1525.185,    3317
1525.290,    3250
1525.397,    3282
1525.500,    3284
1525.608,    3308
1525.714,    3267
1525.818,    3288
1525.925,    3287
1526.029,    3296
1526.137,    3278
1526.241,    3281
1526.346,    3274
1526.452,    3287
1526.556,    3283
1526.663,    3310
1526.767,    3284
1526.872,    3308
1526.979,    3286
1527.083,    3307
1527.190,    3282
1527.293,    3302
1527.399,    3289
1527.504,    3306
1527.608,    3273
1527.714,    3269
1527.818,    3280
1527.924,    3294
1528.028,    3276
1528.133,    3269
1528.239,    3292
1528.342,    3282
1528.448,    3277
1528.552,    3278
1528.657,    3281
1528.762,    3269
1528.865,    3259
1528.971,    3295
1529.075,    3273
1529.180,    3245
1529.285,    3240
1529.388,    3253
1529.493,    3243
1529.597,    3261
1529.701,    3257
1529.806,    3253
1529.909,    3263
1530.015,    3246
1530.118,    3227
1530.222,    3262
1530.328,    3237
1530.430,    3230
1530.535,    3221
1530.639,    3234
1530.741,    3230
1530.846,    3227
1530.948,    3232
1531.053,    3250
1531.157,    3247
1531.260,    3236
1531.365,    3225
1531.467,    3240
1531.572,    3251
1531.676,    3243
1531.779,    3238
1531.883,    3234
1531.985,    3244
1532.089,    3243
1532.193,    3230
1532.295,    3262
1532.400,    3243
1532.502,    3232
1532.606,    3229
1532.709,    3253
1532.813,    3231
1532.917,    3220
1533.018,    3232
1533.121,    3251
1533.225,    3242
1533.328,    3239
1533.432,    3267
1533.533,    3255
1533.637,    3267
1533.740,    3222
1533.842,    3248
1533.946,    3274
1534.047,    3261
1534.150,    3274
1534.253,    3272
1534.354,    3283
1534.459,    3252
1534.561,    3294
1534.663,    3253
1534.767,    3287
1534.868,    3281
1534.972,    3294
1535.073,    3283
1535.175,    3293
1535.278,    3262
1535.379,    3284
1535.482,    3285
1535.585,    3289
1535.686,    3292
1535.790,    3285
1535.891,    3282
1535.994,    3268
1536.097,    3265
1536.197,    3287
1536.300,    3281
1536.401,    3288
1536.502,    3288
1536.605,    3295
1536.706,    3275
1536.809,    3306
1536.911,    3297
1537.012,    3288
